client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25645449.mp3	Olisiko sittenkin nyt sen aika?	1	1	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25645452.mp3	Voisivatko asiat enää olla paremmin?	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25645476.mp3	Äänestin kyseisten varojen käyttöönoton puolesta.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25645553.mp3	Enkä voinut enää jatkaa itsesäälissä vellomista.	1	0	fourties	female		fi	
6c2eb9ca142760ab9fef4bf496d773f7a3700a08a944182e216807c90e129a0b885af6cd28cacc6d70b3b663470dcc97b1c3dff66b0a8e04466a63b2c41d1d30	common_voice_fi_25657963.mp3	Lapset katselevat yhä Saaraa.	1	0				fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25688666.mp3	Äänestin mietinnön puolesta nämä seikat huomioon ottaen.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25688842.mp3	Eipä sillä, että näillä jaloilla enää pääsisikään juoksuun.	1	1	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25688845.mp3	Tämä on hyvin tärkeä tehtävä.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25689072.mp3	Mutta korkeimpana kaikuu Rosinan ääni.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25689163.mp3	Tuntui niin syntiselle koko päivä.	0	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25689166.mp3	Äänestin aloitteen puolesta, koska velvollisuutemme on poistaa naisten köyhyys.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25689474.mp3	Hän vilkaisee kotaan, jossa hämärtyy.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25689663.mp3	Minä rakastan sinua	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25689664.mp3	Äänestäjien valitsemana poliitikkona en haluaisi joutua kertomaan sitä äänestäjilleni.	0	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25690398.mp3	Hän nyökäyttelee päätänsä ja rypistelee kulmiaan.	1	1	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25690495.mp3	Äänestin kollegojeni tavoin mietinnön puolesta.	1	1	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25691247.mp3	Nyt ei olisi varaa ryssiä.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25691364.mp3	Heluna ei tottele.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25691683.mp3	Miksei hirviö poistunut paikalta tai vienyt raivoaan sapelikäsien niskaan?	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25691756.mp3	Äänestin mietinnön puolesta, koska uskon sen olevan poikkeuksellisen tärkeä.	1	1	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25691757.mp3	Hauesta tulee hyviä kalapullia.	0	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25691824.mp3	Rosina on kuin tuli ja leimaus.	1	0	fourties	female		fi	
894d2af99ba01e792fee9f951f5c0060ef7bcbfe3a2cbb97eb2d05ef982afbfa4116d5e30bc5d52122d2cec97ec068514af2e4d01354f270d49df68304c9e44b	common_voice_fi_25727641.mp3	Ei auta kuin tutkia kärkeä.	1	1	fifties	male		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25731336.mp3	Modotti yritti elättää itsensä valokuvaajana Berliinissä, muttei onnistunut	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25731377.mp3	Niiden väliin vetää Käkriäinen veneen tiukasti.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25731487.mp3	En minä tullut Hydrukselle takaisin vaan tutkimaan jotain luolaa.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25731491.mp3	Huokaisin helpotuksesta nähdessäni, että leiri oli yhä paikallaan.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25731501.mp3	Hän oli tosin hieman pettynyt kaupungin tilaan ennen ihmisten tuloa.	0	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25731761.mp3	Olimme jo vuosikausia matkanneet tässä peltipurkissa, joka oli naamioutu kodiksi tekometsineen ja -järvineen.	1	1	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25731762.mp3	Kuinka paljon muistoja paikkaan liittyikään!	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25731816.mp3	Nyt oli mitta täysi.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25731819.mp3	Mikä on Suomen kansalliskukka?	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25731866.mp3	Ikään kuin hänen oma ehdotuksensa olisi toteuttamiskelpoinen.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25731989.mp3	Hän tulee takaisin kotiin.	0	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25732093.mp3	Äänestin mietinnön puolesta, koska siinä esitetään täsmällisesti monet asiaa koskevat seikat.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25732124.mp3	Niin on yhä nukuttanut.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25732128.mp3	Tappiaiset olivat kyhänneet romahtamispisteessä olevan tönön lähteen viereen.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25732210.mp3	Enkö enää saa lohduttaakaan, ajattelin.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25733246.mp3	En mainitse tuota ajanjaksoa siksi, että uskoisin meidän olevan uuden katastrofin partaalla.	1	1	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25733307.mp3	Sillä välin minä keskityin olennaisempaan tehtävään:	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25733345.mp3	Kuka tyydyttää rahvaan ahnastelua?	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25733446.mp3	“Ei ne meitä uskois ilma pitävii todisteita.	1	1	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25733601.mp3	Otin veitsen esille ja aloin katkoa ruohoa.	1	1	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25733603.mp3	Ohkasen sadenutun vaan otat päällesi?	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25733724.mp3	"""Mä luulin, et oisit ollu innostuneempi"", Diego sanoi hölmistyneenä, ""mikä nyt on?"""	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25733751.mp3	No niin tappiaiset, aikanne on koittanut.	0	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25733753.mp3	Auttamaan pikku Esteriä.	0	1	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25734426.mp3	"Lähetää kotii!"""	0	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25734429.mp3	Hyvää syntymäpäivää	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25734490.mp3	En ollut koskaan elämässäni ollut tekemisissä robotin kanssa, joten en osannut suhtautua asiaan.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25734685.mp3	Nyt se alkoi pikkuhiljaa hälvenemään ja vuoren huippu alkoi pilkottaa puiden lomasta.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25734773.mp3	Toisaalta, mikäpä ei olisi täällä kiellettyä, Joni pohti usein.	0	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25734776.mp3	Teki mieli vähän siistiytymäänkin.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25734854.mp3	Menee saunaan.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25734860.mp3	On niitä kunnanmaksujen rästejä nytkin.	0	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25734902.mp3	Kauas metsästä ja otuksista.	0	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25734913.mp3	Se vikisee, rähisee, ravistelee multaisia karvojaan.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25734919.mp3	Alla piilee katkeruuden myrkky.	0	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25739184.mp3	Äänestin sen puolesta, koska tämän sopimuksen aikaansaaminen oli tärkeää.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25739238.mp3	Johan taas olemme liikkeellä.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25739241.mp3	Salkoihin oli vedetty arkin viralliset liput.	1	0	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25739293.mp3	Mutta eihän sille mitään voi, jos ruoka on vain niin herkullista.	1	1	fourties	female		fi	
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_fi_25739295.mp3	Lisäksi on tärkeää, että kaikilla yhteisön jäsenillä on mahdollisuus osallistua päätösten valmisteluun.	1	0	fourties	female		fi	
